# Created by Octave 3.8.2, Mon Dec 07 12:57:21 2015 CET <Vince@localhost.localdomain>
# name: IDS
# type: matrix
# rows: 64
# columns: 3
 152 0.3188253801782905 0.24
 136 0.3151546932354484 0.23
 137 0.3062401678028317 0.23
 168 0.3125327739905611 0.23
 185 0.2784478238070268 0.23
 184 0.303093864708967 0.22
 148 0.2821185107498689 0.21
 138 0.270582066072365 0.2
 153 0.3051914001048768 0.2
 158 0.2197168327215522 0.2
 174 0.2333508127949659 0.2
 179 0.2354483481908757 0.2
 147 0.2108023072889355 0.19
 163 0.2302045097011012 0.19
 167 0.2669113791295228 0.19
 169 0.3004719454640797 0.19
 180 0.2438384897745149 0.19
 189 0.2401678028316728 0.19
 190 0.2286313581541689 0.19
 135 0.2343995804929208 0.18
 142 0.2176192973256424 0.18
 154 0.2684845306764552 0.18
 164 0.221814368117462 0.18
 178 0.1971683272155218 0.18
 131 0.1929732564237021 0.17
 132 0.2768746722600944 0.17
 141 0.2747771368641846 0.17
 162 0.2029365495542737 0.17
 173 0.2202412165705296 0.17
 188 0.2863135815416885 0.17
 157 0.2003146303093865 0.16
 170 0.238070267435763 0.16
 181 0.2233875196643943 0.16
 183 0.2517042475091767 0.16
 139 0.2254850550603041 0.15
 165 0.1887781856318825 0.15
 186 0.2029365495542737 0.15
 133 0.2595700052438385 0.14
 155 0.2108023072889355 0.14
 149 0.1877294179339276 0.13
 151 0.2538017829050865 0.13
 172 0.2695332983744101 0.13
 187 0.2527530152071316 0.12
 129 0.1830099632931306 0.1
 130 0.1830099632931306 0.1
 134 0.1830099632931306 0.1
 140 0.1830099632931306 0.1
 143 0.1830099632931306 0.1
 144 0.1830099632931306 0.1
 145 0.1830099632931306 0.1
 146 0.1830099632931306 0.1
 150 0.1830099632931306 0.1
 156 0.1830099632931306 0.1
 159 0.1830099632931306 0.1
 160 0.1830099632931306 0.1
 161 0.1830099632931306 0.1
 166 0.1830099632931306 0.1
 171 0.1830099632931306 0.1
 175 0.1830099632931306 0.1
 176 0.1830099632931306 0.1
 177 0.1830099632931306 0.1
 182 0.1830099632931306 0.1
 191 0.1830099632931306 0.1
 192 0.1830099632931306 0.1


