# Created by Octave 3.8.2, Mon Dec 07 15:09:24 2015 CET <lefur@orleans>
# name: RES
# type: matrix
# rows: 16
# columns: 3
 209 0.199790246460409 0.11
 210 0.1830099632931306 0.1
 211 0.2391190351337179 0.17
 212 0.2878867330886209 0.18
 213 0.3036182485579444 0.19
 214 0.2920818038804405 0.17
 215 0.2197168327215522 0.11
 216 0.1830099632931306 0.1
 217 0.1830099632931306 0.1
 218 0.2558993183009963 0.15
 219 0.3004719454640797 0.19
 220 0.2941793392763503 0.19
 221 0.264813843733613 0.18
 222 0.1830099632931306 0.1
 223 0.1830099632931306 0.1
 224 0.1971683272155218 0.13


